# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  2 03:24:48 2025
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
loc_rowid,hostname,sy_snum,sy_pnum,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_age,st_ageerr1,st_ageerr2,st_agelim
3316,Kepler-19,1,3,5544.00,20.00,-20.00,0,0.859000,0.018000,-0.018000,0,0.936000,0.040000,-0.040000,0,-0.0800,0.0200,-0.0200,0,1.9000,1.7000,-1.7000,0
3317,Kepler-19,1,3,5544.00,20.00,-20.00,0,0.859000,0.018000,-0.018000,0,0.936000,0.040000,-0.040000,0,-0.0800,0.0200,-0.0200,0,1.9000,1.7000,-1.7000,0
3318,Kepler-190,1,2,5106.00,100.00,-100.00,0,0.795000,0.049000,-0.049000,0,0.834000,0.007000,-0.015000,0,0.0600,0.0400,-0.0400,0,1.4800,1.7600,-1.0000,0
3319,Kepler-190,1,2,5106.00,100.00,-100.00,0,0.795000,0.049000,-0.049000,0,0.834000,0.007000,-0.015000,0,0.0600,0.0400,-0.0400,0,1.4800,1.7600,-1.0000,0
3320,Kepler-1900,1,1,6173.00,193.00,-236.00,0,1.041000,0.341000,-0.114000,0,1.104000,0.146000,-0.146000,0,-0.0400,0.2500,-0.3000,0,0.4000,1.5000,-1.5000,0
3321,Kepler-1901,1,1,5696.00,77.00,-77.00,0,0.921000,0.136000,-0.043000,0,1.022000,0.047000,-0.067000,0,0.1400,0.1500,-0.1500,0,0.7000,2.4000,-2.4000,0
3322,Kepler-1902,1,1,3729.00,75.00,-67.00,0,0.514000,0.029000,-0.037000,0,0.520000,0.037000,-0.030000,0,0.0600,0.1500,-0.1500,0,,,,0
3323,Kepler-1903,1,1,6347.00,170.00,-207.00,0,0.996000,0.319000,-0.106000,0,1.053000,0.146000,-0.146000,0,-0.3400,0.2500,-0.3000,0,0.2300,0.8500,-0.8500,0
3324,Kepler-1904,1,1,3805.00,61.00,-76.00,0,0.497000,0.028000,-0.028000,0,0.526000,0.022000,-0.032000,0,-0.1000,0.1000,-0.1000,0,5.8300,0.8200,-0.8200,0
3325,Kepler-1905,1,1,5788.00,78.00,-86.00,0,1.015000,0.161000,-0.069000,0,1.038000,0.056000,-0.068000,0,0.1600,0.1500,-0.1500,0,0.3000,2.7000,-2.7000,0
3326,Kepler-1906,1,1,5868.00,140.00,-175.00,0,0.894000,0.231000,-0.077000,0,0.987000,0.104000,-0.116000,0,-0.1200,0.3000,-0.3000,0,0.5000,3.0000,-3.0000,0
3327,Kepler-1907,1,2,5159.00,153.00,-153.00,0,0.800000,0.088000,-0.088000,0,0.752000,0.106000,-0.057000,0,-0.1600,0.3000,-0.3000,0,14.0000,3.9000,-3.9000,0
3328,Kepler-1907,1,2,5159.00,153.00,-153.00,0,0.800000,0.088000,-0.088000,0,0.752000,0.106000,-0.057000,0,-0.1600,0.3000,-0.3000,0,14.0000,3.9000,-3.9000,0
3329,Kepler-1909,1,1,4935.00,147.00,-133.00,0,0.685000,0.061000,-0.068000,0,0.663000,0.088000,-0.044000,0,-0.4200,0.3500,-0.3000,0,13.9000,3.7000,-3.7000,0
3330,Kepler-191,1,3,5282.00,200.00,-200.00,0,0.789000,0.390000,-0.390000,0,0.857000,0.015000,-0.014000,0,0.1300,0.0400,-0.0400,0,1.0000,1.8200,-0.6600,0
3331,Kepler-191,1,3,5282.00,200.00,-200.00,0,0.789000,0.390000,-0.390000,0,0.857000,0.015000,-0.014000,0,0.1300,0.0400,-0.0400,0,1.0000,1.8200,-0.6600,0
3332,Kepler-191,1,3,5215.00,102.70,-87.77,0,0.800000,0.052000,-0.043000,0,0.840000,0.042000,-0.046000,0,-0.0500,0.1570,-0.1700,0,4.9000,6.3000,-3.0700,0
3333,Kepler-1910,1,1,4234.00,128.00,-141.00,0,0.639000,0.036000,-0.056000,0,0.636000,0.056000,-0.056000,0,-0.0200,0.3000,-0.3000,0,13.9000,3.6000,-3.6000,0
3334,Kepler-1911,1,1,5721.00,102.00,-113.00,0,0.972000,0.135000,-0.079000,0,0.954000,0.063000,-0.063000,0,0.0000,0.1500,-0.1500,0,,,,0
3335,Kepler-1912,1,1,5734.00,104.00,-115.00,0,0.962000,0.137000,-0.074000,0,0.977000,0.062000,-0.068000,0,0.0400,0.1500,-0.1500,0,2.2400,1.4800,-1.3500,0
3336,Kepler-1913,1,1,6214.00,186.00,-224.00,0,1.076000,0.353000,-0.118000,0,1.169000,0.141000,-0.173000,0,0.0700,0.2500,-0.3500,0,,,,0
3337,Kepler-1914,1,1,5982.00,189.00,-232.00,0,0.960000,0.270000,-0.108000,0,1.047000,0.126000,-0.139000,0,-0.0400,0.2500,-0.3500,0,,,,0
3338,Kepler-1915,1,1,6020.00,211.00,-211.00,0,1.057000,0.341000,-0.146000,0,1.030000,0.145000,-0.130000,0,-0.0600,0.2500,-0.3000,0,,,,0
3339,Kepler-1916,1,1,6246.00,173.00,-260.00,0,1.092000,0.365000,-0.122000,0,1.180000,0.158000,-0.173000,0,0.0700,0.2500,-0.3000,0,,,,0
3340,Kepler-1917,1,1,5530.00,166.00,-166.00,0,0.788000,0.176000,-0.070000,0,0.882000,0.083000,-0.102000,0,-0.2200,0.3000,-0.3000,0,,,,0
3341,Kepler-1918,1,1,5889.00,186.00,-206.00,0,0.924000,0.268000,-0.115000,0,0.967000,0.120000,-0.120000,0,-0.1600,0.3000,-0.3000,0,,,,0
3342,Kepler-1919,1,1,5513.00,166.00,-166.00,0,0.818000,0.187000,-0.080000,0,0.868000,0.092000,-0.092000,0,-0.1600,0.3000,-0.3000,0,,,,0
3343,Kepler-192,1,3,5479.00,100.00,-100.00,0,1.007000,0.164000,-0.164000,0,1.028000,0.034000,-0.032000,0,0.3570,0.0320,-0.0320,0,2.9500,2.1800,-1.8000,0
3344,Kepler-192,1,3,5479.00,100.00,-100.00,0,1.007000,0.164000,-0.164000,0,1.028000,0.034000,-0.032000,0,0.3570,0.0320,-0.0320,0,2.9500,2.1800,-1.8000,0
3345,Kepler-192,1,3,5487.00,66.16,-60.56,0,0.940000,0.076000,-0.057000,0,0.940000,0.034000,-0.033000,0,0.1300,0.0870,-0.0960,0,6.7600,4.0000,-4.1400,0
3346,Kepler-1920,1,1,6277.00,170.00,-208.00,0,1.161000,0.400000,-0.133000,0,1.239000,0.168000,-0.168000,0,0.2100,0.2000,-0.3000,0,,,,0
3347,Kepler-1921,1,2,6120.00,195.00,-217.00,0,2.000000,0.467000,-0.801000,0,1.251000,0.190000,-0.233000,0,0.0200,0.2500,-0.3000,0,3.3900,0.7800,-0.5700,0
3348,Kepler-1921,1,2,6120.00,195.00,-217.00,0,2.000000,0.467000,-0.801000,0,1.251000,0.190000,-0.233000,0,0.0200,0.2500,-0.3000,0,3.3900,0.7800,-0.5700,0
3349,Kepler-1922,1,1,5931.00,161.00,-178.00,0,0.863000,0.231000,-0.077000,0,0.953000,0.109000,-0.119000,0,-0.2800,0.3000,-0.3000,0,,,,0
3350,Kepler-1923,1,1,5881.00,79.00,-79.00,0,1.294000,0.207000,-0.228000,0,1.109000,0.070000,-0.093000,0,0.1600,0.1500,-0.1500,0,,,,0
3351,Kepler-1924,1,1,5726.00,86.00,-78.00,0,1.285000,0.215000,-0.236000,0,1.018000,0.081000,-0.065000,0,0.1600,0.1500,-0.1500,0,,,,0
3352,Kepler-1925,1,1,5856.00,79.00,-79.00,0,1.092000,0.180000,-0.097000,0,1.057000,0.070000,-0.064000,0,0.1600,0.1500,-0.1500,0,,,,0
3353,Kepler-1926,1,1,5256.00,184.00,-184.00,0,0.832000,0.129000,-0.105000,0,0.768000,0.114000,-0.057000,0,-0.1600,0.3500,-0.3000,0,,,,0
3354,Kepler-1927,1,1,6056.00,81.00,-81.00,0,2.481000,0.343000,-0.859000,0,1.408000,0.151000,-0.226000,0,0.1400,0.1500,-0.1000,0,2.8800,0.7500,-0.2500,0
3355,Kepler-1928,1,1,5720.00,60.00,-60.00,0,0.920000,0.040000,-0.040000,0,1.010000,0.030000,-0.030000,0,0.1200,0.0200,-0.0200,0,0.1050,0.0100,-0.0100,0
3356,Kepler-1929,1,1,5786.00,115.00,-104.00,0,1.471000,0.233000,-0.321000,0,1.006000,0.098000,-0.080000,0,-0.0200,0.1500,-0.1500,0,6.9200,0.3300,-0.3100,0
3357,Kepler-193,1,2,6335.00,200.00,-200.00,0,1.147000,0.515000,-0.515000,0,1.051000,0.024000,-0.033000,0,0.0000,0.0400,-0.0400,0,0.3000,1.0000,-1.0000,0
3358,Kepler-193,1,2,6335.00,200.00,-200.00,0,1.147000,0.515000,-0.515000,0,1.051000,0.024000,-0.033000,0,0.0000,0.0400,-0.0400,0,0.3000,1.0000,-1.0000,0
3359,Kepler-1930,1,1,5083.00,152.00,-152.00,0,0.844000,0.083000,-0.074000,0,0.844000,0.058000,-0.065000,0,0.2200,0.2000,-0.3000,0,0.6200,1.7800,-0.3700,0
3360,Kepler-1931,1,1,6167.00,111.00,-136.00,0,1.221000,0.217000,-0.133000,0,1.174000,0.086000,-0.096000,0,0.1200,0.1500,-0.1500,0,4.5700,1.0500,-0.5900,0
3361,Kepler-1932,1,1,5278.00,73.00,-84.00,0,0.815000,0.080000,-0.029000,0,0.911000,0.033000,-0.060000,0,0.1400,0.1500,-0.1500,0,1.4500,2.2700,-1.0200,0
3362,Kepler-1933,1,1,5661.00,76.00,-84.00,0,1.008000,0.141000,-0.094000,0,0.964000,0.060000,-0.054000,0,0.1000,0.1500,-0.1500,0,1.8600,2.3100,-1.1400,0
3363,Kepler-1934,1,1,5925.00,107.00,-119.00,0,1.035000,0.157000,-0.105000,0,0.968000,0.067000,-0.067000,0,-0.1400,0.1500,-0.1500,0,3.1600,1.7400,-1.4600,0
3364,Kepler-1935,1,1,5570.00,166.00,-149.00,0,0.899000,0.217000,-0.117000,0,0.845000,0.111000,-0.074000,0,-0.1800,0.3000,-0.3000,0,,,,0
3365,Kepler-1936,1,1,6501.00,179.00,-247.00,0,1.854000,0.578000,-0.578000,0,1.419000,0.210000,-0.256000,0,0.1000,0.2500,-0.3000,0,2.5700,0.3800,-0.9900,0
3366,Kepler-1937,1,1,6457.00,179.00,-246.00,0,1.196000,0.428000,-0.143000,0,1.190000,0.181000,-0.163000,0,-0.0600,0.2500,-0.3000,0,2.4500,1.4400,-1.3300,0
3367,Kepler-1938,1,1,4522.00,136.00,-136.00,0,0.655000,0.052000,-0.058000,0,0.646000,0.071000,-0.051000,0,-0.2200,0.3000,-0.3000,0,,,,0
3368,Kepler-1939,1,1,4353.00,118.00,-131.00,0,0.603000,0.060000,-0.040000,0,0.648000,0.056000,-0.062000,0,-0.1800,0.3000,-0.3000,0,,,,0
3369,Kepler-194,1,3,6089.00,200.00,-200.00,0,1.025000,0.537000,-0.537000,0,0.940000,0.034000,-0.034000,0,-0.0300,0.0400,-0.0400,0,2.5000,1.7000,-1.7000,0
3370,Kepler-194,1,3,6089.00,200.00,-200.00,0,1.025000,0.537000,-0.537000,0,0.940000,0.034000,-0.034000,0,-0.0300,0.0400,-0.0400,0,2.5000,1.7000,-1.7000,0
3371,Kepler-194,1,3,6089.00,200.00,-200.00,0,1.025000,0.537000,-0.537000,0,0.940000,0.034000,-0.034000,0,-0.0300,0.0400,-0.0400,0,2.5000,1.7000,-1.7000,0
3372,Kepler-1940,1,1,5431.00,162.00,-162.00,0,0.717000,0.120000,-0.055000,0,0.802000,0.074000,-0.090000,0,-0.4400,0.3000,-0.3000,0,,,,0
3373,Kepler-1941,1,1,6404.00,173.00,-192.00,0,1.142000,0.327000,-0.140000,0,1.175000,0.157000,-0.157000,0,-0.0600,0.2500,-0.3000,0,,,,0
3374,Kepler-1942,1,1,5834.00,157.00,-174.00,0,0.797000,0.213000,-0.071000,0,0.852000,0.095000,-0.086000,0,-0.5000,0.3000,-0.3000,0,,,,0
3375,Kepler-1943,1,1,6032.00,168.00,-210.00,0,0.973000,0.315000,-0.105000,0,1.055000,0.139000,-0.139000,0,-0.0600,0.2500,-0.3000,0,5.2500,1.5100,-0.6800,0
3376,Kepler-1944,1,1,5585.00,175.00,-194.00,0,0.972000,0.235000,-0.084000,0,1.064000,0.084000,-0.126000,0,0.4800,0.0500,-0.3000,0,,,,0
3377,Kepler-1945,1,1,4991.00,149.00,-134.00,0,0.804000,0.069000,-0.089000,0,0.767000,0.087000,-0.060000,0,0.0400,0.2500,-0.3000,0,,,,0
3378,Kepler-1946,1,1,5505.00,164.00,-164.00,0,0.873000,0.195000,-0.090000,0,0.887000,0.091000,-0.082000,0,-0.0400,0.3000,-0.3000,0,,,,0
3379,Kepler-1947,1,1,6040.00,201.00,-201.00,0,1.686000,0.413000,-0.709000,0,0.984000,0.137000,-0.137000,0,-0.4400,0.3000,-0.3000,0,0.9800,1.3100,-0.6100,0
3380,Kepler-1948,1,1,3872.00,77.00,-84.00,0,0.557000,0.033000,-0.033000,0,0.585000,0.028000,-0.038000,0,0.1200,0.1500,-0.1500,0,,,,0
3381,Kepler-1949,1,1,6028.00,81.00,-81.00,0,1.454000,0.251000,-0.276000,0,1.194000,0.087000,-0.109000,0,0.1400,0.1500,-0.1500,0,,,,0
3382,Kepler-195,1,2,5329.00,200.00,-200.00,0,0.775000,0.284000,-0.284000,0,0.867000,0.017000,-0.027000,0,0.0400,0.0400,-0.0400,0,2.1900,3.1800,-1.5000,0
3383,Kepler-195,1,2,5329.00,200.00,-200.00,0,0.775000,0.284000,-0.284000,0,0.867000,0.017000,-0.027000,0,0.0400,0.0400,-0.0400,0,2.1900,3.1800,-1.5000,0
3384,Kepler-1950,1,1,5455.00,162.00,-162.00,0,0.852000,0.190000,-0.127000,0,0.759000,0.122000,-0.052000,0,-0.3400,0.3500,-0.3000,0,,,,0
3385,Kepler-1951,1,1,5468.00,81.00,-65.00,0,1.306000,0.230000,-0.306000,0,0.923000,0.065000,-0.038000,0,0.1400,0.1500,-0.1000,0,,,,0
3386,Kepler-1952,1,1,5973.00,120.00,-108.00,0,1.305000,0.193000,-0.266000,0,0.922000,0.074000,-0.067000,0,-0.3400,0.1500,-0.1500,0,,,,0
3387,Kepler-1953,1,1,4858.00,161.00,-161.00,0,0.707000,0.080000,-0.049000,0,0.786000,0.054000,-0.081000,0,-0.0200,0.3000,-0.3000,0,,,,0
3388,Kepler-1954,1,1,5840.00,174.00,-174.00,0,0.849000,0.254000,-0.079000,0,0.942000,0.110000,-0.110000,0,-0.2400,0.3000,-0.3000,0,,,,0
3389,Kepler-1955,1,1,5825.00,105.00,-117.00,0,1.291000,0.220000,-0.220000,0,1.049000,0.098000,-0.071000,0,0.1400,0.1500,-0.1500,0,4.3700,1.1300,-1.1300,0
3390,Kepler-1956,1,1,4391.00,118.00,-131.00,0,0.682000,0.032000,-0.060000,0,0.671000,0.057000,-0.052000,0,0.0400,0.2500,-0.3000,0,,,,0
3391,Kepler-1957,1,1,4904.00,148.00,-148.00,0,0.772000,0.060000,-0.080000,0,0.745000,0.085000,-0.054000,0,0.0000,0.3000,-0.3000,0,,,,0
3392,Kepler-1958,1,1,5749.00,153.00,-170.00,0,0.864000,0.234000,-0.078000,0,0.961000,0.095000,-0.116000,0,-0.1000,0.3000,-0.3000,0,,,,0
3393,Kepler-1959,1,1,5071.00,153.00,-138.00,0,0.811000,0.080000,-0.088000,0,0.768000,0.095000,-0.059000,0,-0.0200,0.3000,-0.3000,0,,,,0
3394,Kepler-196,1,3,5128.00,100.00,-100.00,0,0.782000,0.056000,-0.056000,0,0.839000,0.017000,-0.023000,0,0.0300,0.0400,-0.0400,0,3.0900,3.3700,-1.3100,0
3395,Kepler-196,1,3,5128.00,100.00,-100.00,0,0.782000,0.056000,-0.056000,0,0.839000,0.017000,-0.023000,0,0.0300,0.0400,-0.0400,0,3.0900,3.3700,-1.3100,0
3396,Kepler-196,1,3,5132.00,102.00,-102.00,0,0.770000,0.054000,-0.040000,0,0.805000,0.045000,-0.045000,0,-0.0600,0.1500,-0.1500,0,3.0900,3.3700,-1.3100,0
3397,Kepler-1960,1,1,6371.00,169.00,-207.00,0,1.072000,0.312000,-0.134000,0,1.117000,0.154000,-0.154000,0,-0.1800,0.2500,-0.3000,0,,,,0
3398,Kepler-1961,1,1,5401.00,159.00,-159.00,0,0.777000,0.132000,-0.066000,0,0.871000,0.070000,-0.104000,0,-0.1600,0.3000,-0.3000,0,,,,0
3399,Kepler-1962,1,1,5700.00,77.00,-77.00,0,1.006000,0.148000,-0.079000,0,1.003000,0.056000,-0.062000,0,0.1600,0.1500,-0.1500,0,,,,0
3400,Kepler-1963,1,1,5726.00,170.00,-170.00,0,0.979000,0.270000,-0.146000,0,0.915000,0.116000,-0.085000,0,-0.1000,0.3000,-0.3000,0,4.0700,3.1700,-3.0500,0
3401,Kepler-1964,1,1,4803.00,170.00,-170.00,0,0.698000,0.074000,-0.056000,0,0.752000,0.061000,-0.075000,0,-0.0800,0.3000,-0.3000,0,,,,0
3402,Kepler-1965,1,1,5852.00,140.00,-158.00,0,0.837000,0.223000,-0.074000,0,0.928000,0.099000,-0.109000,0,-0.3000,0.3000,-0.3000,0,4.5700,2.5100,-2.4300,0
3403,Kepler-1966,1,1,5009.00,74.00,-82.00,0,0.840000,0.032000,-0.064000,0,0.797000,0.054000,-0.029000,0,0.1600,0.1500,-0.1500,0,,,,0
3404,Kepler-1967,1,1,4970.00,164.00,-134.00,0,1.806000,1.020000,-1.020000,0,0.996000,0.213000,-0.174000,0,0.3200,0.1000,-0.3000,0,6.9200,4.3000,-5.3000,0
3405,Kepler-1968,1,1,5008.00,192.00,-174.00,0,0.788000,0.082000,-0.067000,0,0.844000,0.055000,-0.080000,0,0.1800,0.2000,-0.3000,0,,,,0
3406,Kepler-1969,1,1,6046.00,190.00,-211.00,0,1.007000,0.318000,-0.106000,0,1.111000,0.130000,-0.159000,0,0.0700,0.2500,-0.3000,0,,,,0
3407,Kepler-197,2,4,6004.00,102.00,-102.00,0,1.120000,0.033000,-0.033000,0,0.857000,0.023000,-0.019000,0,-0.4410,0.0136,-0.0136,0,5.3700,1.1000,-0.9400,0
3408,Kepler-197,2,4,6004.00,102.00,-102.00,0,1.120000,0.033000,-0.033000,0,0.857000,0.023000,-0.019000,0,-0.4410,0.0136,-0.0136,0,5.3700,1.1000,-0.9400,0
3409,Kepler-197,2,4,6004.00,102.00,-102.00,0,1.120000,0.033000,-0.033000,0,0.857000,0.023000,-0.019000,0,-0.4410,0.0136,-0.0136,0,5.3700,1.1000,-0.9400,0
3410,Kepler-197,2,4,6004.00,102.00,-102.00,0,1.120000,0.033000,-0.033000,0,0.857000,0.023000,-0.019000,0,-0.4410,0.0136,-0.0136,0,5.3700,1.1000,-0.9400,0
3411,Kepler-1972,1,2,5818.00,27.00,-27.00,0,1.384000,0.050000,-0.050000,0,1.120000,0.030000,-0.030000,0,0.2300,0.0100,-0.0100,0,7.4000,1.2000,-1.2000,0
3412,Kepler-1972,1,2,5818.00,27.00,-27.00,0,1.384000,0.050000,-0.050000,0,1.120000,0.030000,-0.030000,0,0.2300,0.0100,-0.0100,0,7.4000,1.2000,-1.2000,0
3413,Kepler-1976,1,1,5712.00,77.00,-77.00,0,1.082000,0.173000,-0.130000,0,0.976000,0.073000,-0.055000,0,0.1000,0.1500,-0.1500,0,0.3000,2.0000,-2.0000,0
3414,Kepler-1977,1,1,4805.00,144.00,-144.00,0,0.688000,0.079000,-0.045000,0,0.769000,0.053000,-0.079000,0,-0.0600,0.3000,-0.3000,0,1.3000,3.8000,-3.8000,0
3415,Kepler-1978,1,1,5251.00,158.00,-158.00,0,0.778000,0.112000,-0.060000,0,0.869000,0.060000,-0.095000,0,-0.0400,0.3000,-0.3000,0,0.6000,3.8000,-3.8000,0
3416,Kepler-1979,1,1,5942.00,176.00,-193.00,0,0.938000,0.282000,-0.094000,0,1.028000,0.127000,-0.140000,0,-0.0600,0.2500,-0.3000,0,0.4000,2.9000,-2.9000,0
3417,Kepler-198,1,3,5574.00,100.00,-100.00,0,0.940000,0.139000,-0.139000,0,0.995000,0.008000,-0.023000,0,0.1142,0.0124,-0.0124,0,0.5100,1.3900,-0.2700,0
3418,Kepler-198,1,3,5574.00,100.00,-100.00,0,0.940000,0.139000,-0.139000,0,0.995000,0.008000,-0.023000,0,0.1142,0.0124,-0.0124,0,0.5100,1.3900,-0.2700,0
3419,Kepler-198,1,3,5636.00,74.56,-63.58,0,0.930000,0.048000,-0.038000,0,0.970000,0.035000,-0.033000,0,0.0400,0.0990,-0.0990,0,3.7200,2.8000,-1.9200,0
3420,Kepler-1980,1,1,5819.00,69.00,-87.00,0,0.990000,0.163000,-0.054000,0,1.049000,0.059000,-0.073000,0,0.1400,0.1500,-0.1500,0,,,,0
3421,Kepler-1981,1,1,5874.00,87.00,-79.00,0,3.006000,0.572000,-1.335000,0,1.519000,0.150000,-0.376000,0,0.1200,0.1500,-0.1500,0,,,,0
3422,Kepler-1982,1,1,6202.00,99.00,-149.00,0,1.122000,0.205000,-0.058000,0,1.213000,0.076000,-0.093000,0,0.2100,0.1500,-0.1500,0,2.6300,0.9200,-0.8100,0
3423,Kepler-1983,1,1,5135.00,84.00,-76.00,0,0.874000,0.048000,-0.069000,0,0.812000,0.058000,-0.029000,0,0.1200,0.1500,-0.1500,0,13.7000,2.8000,-2.8000,0
3424,Kepler-1984,1,1,3638.00,72.00,-87.00,0,0.420000,0.046000,-0.056000,0,0.450000,0.043000,-0.059000,0,-0.1400,0.1500,-0.1500,0,13.8000,3.5000,-3.5000,0
3425,Kepler-1985,1,1,5370.00,85.00,-75.00,0,0.966000,0.105000,-0.095000,0,0.877000,0.064000,-0.037000,0,0.1400,0.1500,-0.1500,0,,,,0
3426,Kepler-1986,1,1,5549.00,163.00,-163.00,0,0.732000,0.137000,-0.059000,0,0.776000,0.089000,-0.065000,0,-0.5400,0.3000,-0.3000,0,,,,0
3427,Kepler-1987,1,4,4769.00,172.00,-172.00,0,0.714000,0.068000,-0.049000,0,0.799000,0.041000,-0.081000,0,0.1200,0.2500,-0.3000,0,,,,0
3428,Kepler-1987,1,4,4769.00,172.00,-172.00,0,0.714000,0.068000,-0.049000,0,0.799000,0.041000,-0.081000,0,0.1200,0.2500,-0.3000,0,,,,0
3429,Kepler-1987,1,4,4769.00,172.00,-172.00,0,0.714000,0.068000,-0.049000,0,0.799000,0.041000,-0.081000,0,0.1200,0.2500,-0.3000,0,,,,0
3430,Kepler-1987,1,4,4769.00,172.00,-172.00,0,0.714000,0.068000,-0.049000,0,0.799000,0.041000,-0.081000,0,0.1200,0.2500,-0.3000,0,,,,0
3431,Kepler-1988,1,1,6033.00,183.00,-183.00,0,1.788000,0.351000,-0.571000,0,1.127000,0.189000,-0.172000,0,-0.1000,0.3000,-0.3000,0,,,,0
3432,Kepler-1989,1,1,6032.00,189.00,-232.00,0,1.060000,0.312000,-0.168000,0,0.999000,0.153000,-0.126000,0,-0.1400,0.3000,-0.3000,0,,,,0
3433,Kepler-199,1,2,5644.00,117.00,-117.00,0,0.967000,0.173000,-0.173000,0,0.960000,0.019000,-0.024000,0,0.0000,0.0400,-0.0400,0,1.4500,0.5920,-0.3000,0
3434,Kepler-199,1,2,5644.00,117.00,-117.00,0,0.967000,0.173000,-0.173000,0,0.960000,0.019000,-0.024000,0,0.0000,0.0400,-0.0400,0,1.4500,0.5920,-0.3000,0
3435,Kepler-1990,1,2,5751.00,103.00,-114.00,0,1.071000,0.177000,-0.109000,0,1.028000,0.074000,-0.067000,0,0.2100,0.1500,-0.1500,0,2.5000,1.5000,-1.5000,0
3436,Kepler-1990,1,2,5751.00,103.00,-114.00,0,1.071000,0.177000,-0.109000,0,1.028000,0.074000,-0.067000,0,0.2100,0.1500,-0.1500,0,2.5000,1.5000,-1.5000,0
3437,Kepler-1991,1,2,5478.00,82.00,-74.00,0,1.053000,0.147000,-0.147000,0,0.914000,0.061000,-0.042000,0,0.1600,0.1500,-0.1500,0,6.7600,2.5700,-2.6900,0
3438,Kepler-1991,1,2,5478.00,82.00,-74.00,0,1.053000,0.147000,-0.147000,0,0.914000,0.061000,-0.042000,0,0.1600,0.1500,-0.1500,0,6.7600,2.5700,-2.6900,0
3439,Kepler-1992,1,1,5383.00,107.00,-107.00,0,0.842000,0.084000,-0.045000,0,0.874000,0.048000,-0.054000,0,0.0000,0.1500,-0.1500,0,13.4900,0.3100,-0.3100,0
3440,Kepler-1993,1,1,5159.00,171.00,-155.00,0,3.062000,0.943000,-2.200000,0,1.373000,0.205000,-0.512000,0,-0.0400,0.3000,-0.3000,0,4.6800,1.4900,-0.8800,0
3441,Kepler-1994,1,1,5495.00,74.00,-82.00,0,0.961000,0.115000,-0.086000,0,0.932000,0.052000,-0.047000,0,0.1600,0.1500,-0.1500,0,5.0100,2.0700,-1.8500,0
3442,Kepler-1995,1,1,5029.00,192.00,-174.00,0,0.930000,0.481000,-0.144000,0,0.847000,0.068000,-0.049000,0,0.4800,0.0500,-0.2500,0,2.0400,3.4500,-1.4000,0
3443,Kepler-1996,1,2,4580.00,92.00,-92.00,0,0.675000,0.046000,-0.021000,0,0.748000,0.027000,-0.043000,0,0.0800,0.1500,-0.1500,0,14.0000,3.6000,-3.6000,0
3444,Kepler-1996,1,2,4580.00,92.00,-92.00,0,0.675000,0.046000,-0.021000,0,0.748000,0.027000,-0.043000,0,0.0800,0.1500,-0.1500,0,14.0000,3.6000,-3.6000,0
3445,Kepler-1997,1,1,6215.00,194.00,-259.00,0,1.052000,0.332000,-0.133000,0,1.111000,0.153000,-0.153000,0,-0.0600,0.2500,-0.3500,0,,,,0
3446,Kepler-1998,1,1,5640.00,101.00,-113.00,0,0.921000,0.131000,-0.061000,0,0.962000,0.054000,-0.068000,0,0.0600,0.1500,-0.1500,0,4.2700,2.3400,-1.9700,0
3447,Kepler-1999,1,1,4406.00,154.00,-170.00,0,0.628000,0.051000,-0.056000,0,0.632000,0.063000,-0.057000,0,-0.2400,0.3000,-0.3000,0,,,,0
3448,Kepler-20,2,6,5495.00,50.00,-50.00,0,0.916400,0.008700,-0.007700,0,0.929000,0.053000,-0.053000,0,0.0700,0.0800,-0.0800,0,5.6000,4.5000,-3.5000,0
